	max_isos_sample	max_sample	annot_gene_name	annot_gene_id
91909	5.0	pgp1_excite_neuron	MIAT	ENSG00000225783.7
68088	5.0	vessels	NR2F2-AS1	ENSG00000247809.7
48696	5.0	colon	TOLLIP	ENSG00000078902.15
53256	5.0	brain	DIXDC1	ENSG00000150764.13
88552	5.0	pgp1_excite_neuron	CBFA2T2	ENSG00000078699.21
28256	5.0	heart	SH3TC2	ENSG00000169247.12
27680	5.0	gm12878	CDC25C	ENSG00000158402.19
34513	5.0	colon	HOXA9	ENSG00000078399.17
70603	5.0	gm12878	CD2BP2	ENSG00000169217.8
54379	5.0	h1_de	TULP3	ENSG00000078246.16
52446	5.0	h9_neural_crest	ACER3	ENSG00000078124.11
45677	5.0	heart	NEBL	ENSG00000078114.18
47963	5.0	brain	AFAP1L2	ENSG00000169129.14
49561	5.0	gm12878	SAAL1	ENSG00000166788.9
50101	5.0	gm12878	EXT2	ENSG00000151348.13
52514	5.0	a673	NDUFC2	ENSG00000151366.12
1103	5.0	adrenal gland	CAPZB	ENSG00000077549.17
36573	5.0	brain	LRCH4	ENSG00000077454.15
50470	5.0	brain	YPEL4	ENSG00000166793.10
72274	5.0	brain	LDHD	ENSG00000166816.14
53381	5.0	h9_panc_progen	RBM7	ENSG00000076053.10
25741	5.0	gm12878	PARP8	ENSG00000151883.17
6785	5.0	gm12878	KIFAP3	ENSG00000075945.12
93216	5.0	h1_de	CELSR1	ENSG00000075275.16
4511	5.0	h9_chondro	SLC16A4	ENSG00000168679.17
26580	5.0	brain	XRCC4	ENSG00000152422.15
35893	5.0	lung	SEMA3C	ENSG00000075223.13
45602	5.0	brain	NMT2	ENSG00000152465.17
58188	5.0	h9_neural_crest	ACTR6	ENSG00000075089.9
72346	5.0	brain	TERF2IP	ENSG00000166848.5
53090	5.0	h9_panc_beta	GRIA4	ENSG00000152578.12
1050	5.0	heart	ARHGEF10L	ENSG00000074964.16
1864	5.0	hffc6	SERINC2	ENSG00000168528.11
81741	5.0	brain	MYDGF	ENSG00000074842.7
77513	5.0	adrenal gland	WFDC21P	ENSG00000261040.7
33388	5.0	gm12878	IPCEF1	ENSG00000074706.13
21467	5.0	hl60_m1_72hr	NOP14-AS1	ENSG00000249673.6
73195	5.0	heart	SCARF1	ENSG00000074660.15
16250	5.0	heart	GPD1L	ENSG00000152642.10
57094	5.0	h1_de	NEMP1	ENSG00000166881.9
26552	5.0	brain	ATG10	ENSG00000152348.15
35985	5.0	hl60_m2_12hr	SLC25A40	ENSG00000075303.12
80840	5.0	h1	TIMM21	ENSG00000075336.11
55692	5.0	heart	PKP2	ENSG00000057294.14
12593	5.0	gm12878	ARHGAP15	ENSG00000075884.13
48069	5.0	h1	TIAL1	ENSG00000151923.17
65431	5.0	heart	SRP14-AS1	ENSG00000248508.6
84437	5.0	h1	WDR62	ENSG00000075702.17
7030	5.0	adrenal gland	SOAT1	ENSG00000057252.12
20250	5.0	gm12878	PLD1	ENSG00000075651.15
72307	5.0	colon	TMEM170A	ENSG00000166822.12
51661	5.0	brain	RBM14-RBM4	ENSG00000248643.5
59233	5.0	hmec	WDR66	ENSG00000158023.9
21527	5.0	heart	ZBTB49	ENSG00000168826.15
46072	5.0	h9_panc_progen	ZNF37A	ENSG00000075407.18
50542	5.0	liver	GLYATL1	ENSG00000166840.13
4447	5.0	a673	GSTM4	ENSG00000168765.16
21650	5.0	heart	LINC02517	ENSG00000249145.2
23269	5.0	h1	LNCPRESS2	ENSG00000249152.1
13162	5.0	h1	PDK1	ENSG00000152256.13
3831	5.0	h9_panc_progen	MCOLN3	ENSG00000055732.12
52625	5.0	brain	DLG2	ENSG00000150672.17
14276	5.0	heart	TNS1	ENSG00000079308.18
63101	5.0	heart	SYNE2	ENSG00000054654.16
176	5.0	heart	MRPL20	ENSG00000242485.5
2176	5.0	h1	THRAP3	ENSG00000054118.14
1940	5.0	h1	EIF3I	ENSG00000084623.11
47075	5.0	brain	GLUD1	ENSG00000148672.8
47232	5.0	heart	FRA10AC1	ENSG00000148690.11
70131	5.0	gm12878	PRKCB	ENSG00000166501.13
16098	5.0	h1_de	UBE2E1	ENSG00000170142.11
48397	5.0	h1_de	FUOM	ENSG00000148803.11
22563	5.0	h1_de	YTHDC1	ENSG00000083896.12
86826	5.0	pgp1_astro	ZNF702P	ENSG00000242779.6
72853	5.0	heart	ZNF778	ENSG00000170100.13
67647	5.0	h1_de	HDGFL3	ENSG00000166503.8
74039	5.0	h1	CNTROB	ENSG00000170037.13
18404	5.0	h9_chondro	ALCAM	ENSG00000170017.12
687	5.0	heart	KIF1B	ENSG00000054523.17
819	5.0	h9_chondro	PLOD1	ENSG00000083444.16
70109	5.0	h9_neural_crest	PALB2	ENSG00000083093.9
45937	5.0	h9_neural_crest	ZEB1	ENSG00000148516.21
28613	5.0	wtc11	PWWP2A	ENSG00000170234.12
9456	5.0	heart	NCOA1	ENSG00000084676.15
33563	5.0	k562	MAP3K4	ENSG00000085511.19
44823	5.0	hepg2	SURF4	ENSG00000148248.13
44797	5.0	colon	SURF6	ENSG00000148296.6
44800	5.0	brain	MED22	ENSG00000148297.15
54138	5.0	h1	NFRKB	ENSG00000170322.14
80777	5.0	h1_de	TMX3	ENSG00000166479.9
74741	5.0	heart	MFAP4	ENSG00000166482.11
49306	5.0	heart	WEE1	ENSG00000166483.10
4343	5.0	colon	SLC25A24	ENSG00000085491.16
9577	5.0	heart	AGBL5	ENSG00000084693.15
44278	5.0	colon	LRSAM1	ENSG00000148356.13
74165	5.0	brain	STX8	ENSG00000170310.14
32306	5.0	h9_osteocyte	HACE1	ENSG00000085382.11
96272	5.0	pgp1	CCNQ	ENSG00000262919.7
6992	5.0	heart	CRYZL2P	ENSG00000242193.11
21903	5.0	brain	ANAPC4	ENSG00000053900.10
9565	5.0	brain	MAPRE3	ENSG00000084764.11
17383	5.0	h1_de	NAA80	ENSG00000243477.5
69334	5.0	hl60	CORO7	ENSG00000262246.5
49492	5.0	h1_de	PLEKHA7	ENSG00000166689.15
7042	5.0	h9_chondro	TOR1AIP2	ENSG00000169905.12
88797	5.0	brain	DLGAP4	ENSG00000080845.17
88730	5.0	gm12878	RBM12	ENSG00000244462.7
72755	5.0	brain	ZC3H18	ENSG00000158545.15
10680	5.0	a673	ANTXR1	ENSG00000169604.19
92647	5.0	lung	TPTEP2	ENSG00000244627.5
66083	5.0	brain	GABPB1-AS1	ENSG00000244879.7
71591	5.0	heart	RRAD	ENSG00000166592.11
32902	5.0	colon	STX7	ENSG00000079950.13
23788	5.0	h9_osteocyte	AC093752.1	ENSG00000245958.6
52042	5.0	h1_de	FAM86C1	ENSG00000158483.15
49750	5.0	heart	METTL15	ENSG00000169519.20
52916	5.0	hl60_m1_24hr	CWC15	ENSG00000150316.11
52581	5.0	brain	RAB30-AS1	ENSG00000246067.7
59866	5.0	brain	SAP18	ENSG00000150459.12
53346	5.0	brain	TMPRSS5	ENSG00000166682.11
55918	5.0	ovary	RAPGEF3	ENSG00000079337.15
12682	5.0	caco2	LYPD6B	ENSG00000150556.16
13919	5.0	heart	NOP58	ENSG00000055044.10
19070	5.0	lung	GATA2-AS1	ENSG00000244300.2
71227	5.0	brain	MT1E	ENSG00000169715.14
52103	5.0	adrenal gland	LAMTOR1	ENSG00000149357.9
54304	5.0	h1	ERC1	ENSG00000082805.19
18876	5.0	h1	SEMA5B	ENSG00000082684.15
35427	5.0	h1_de	TPST1	ENSG00000169902.14
46129	5.0	brain	ZNF487	ENSG00000243660.9
7926	5.0	h1	TRAF5	ENSG00000082512.14
67475	5.0	h9_chondro	TMED3	ENSG00000166557.12
94787	5.0	heart	DLG3	ENSG00000082458.11
67354	5.0	brain	LINGO1	ENSG00000169783.12
14993	5.0	colon	UGT1A7	ENSG00000244122.2
31860	5.0	h1	FAM135A	ENSG00000082269.16
21786	5.0	brain	TAPT1	ENSG00000169762.16
25515	5.0	heart	WDR70	ENSG00000082068.8
52739	5.0	a673	TMEM135	ENSG00000166575.16
50860	5.0	brain	EML3	ENSG00000149499.11
3231	5.0	brain	HSPB11	ENSG00000081870.11
19258	5.0	h9_neural_crest	UBA5	ENSG00000081307.12
9824	5.0	heart	SLC30A6	ENSG00000152683.14
66634	5.0	adrenal gland	DPP8	ENSG00000074603.18
27532	5.0	h1	SAR1B	ENSG00000152700.13
22635	5.0	h9_neural_crest	DCK	ENSG00000156136.9
65772	5.0	heart	TP53BP1	ENSG00000067369.13
43051	5.0	colon	C9orf85	ENSG00000155621.14
47353	5.0	hl60_m2_72hr	PIK3AP1	ENSG00000155629.14
4090	5.0	k562	DNTTIP2	ENSG00000067334.13
84703	5.0	calu3	C19orf33	ENSG00000167644.11
84698	5.0	brain	PPP1R14A	ENSG00000167641.10
72086	5.0	adrenal gland	IL34	ENSG00000157368.10
25828	5.0	adipose	PLPP1	ENSG00000067113.16
87067	5.0	h1	LENG8	ENSG00000167615.16
71930	5.0	h1_de	CDH3	ENSG00000062038.13
96538	5.0	hffc6	VBP1	ENSG00000155959.10
84373	5.0	lung	PROSER3	ENSG00000167595.15
40028	5.0	h1	ARFGEF1	ENSG00000066777.8
43678	5.0	hl60_m1_72hr	MSANTD3	ENSG00000066697.14
69961	5.0	h9_osteocyte	THUMPD1	ENSG00000066654.13
75026	5.0	h1	PROCA1	ENSG00000167525.13
64075	5.0	hffc6	GOLGA5	ENSG00000066455.12
96572	5.0	heart	ZFY	ENSG00000067646.11
81710	5.0	a673	CHAF1A	ENSG00000167670.15
55521	5.0	brain	MRPS35	ENSG00000061794.12
73286	5.0	a673	TSR1	ENSG00000167721.10
56494	5.0	hepg2	SOAT2	ENSG00000167780.11
70924	5.0	brain	VPS35	ENSG00000069329.17
28269	5.0	heart	AFAP1L1	ENSG00000157510.13
40095	5.0	h1	AC009446.1	ENSG00000254277.1
66358	5.0	brain	FAM81A	ENSG00000157470.11
135469	5.0	heart	CHKB-CPT1B	ENSG00000254413.8
40846	5.0	brain	ATP6V1C1	ENSG00000155097.11
53189	5.0	a673	AP000924.1	ENSG00000254416.5
3626	5.0	h9_neural_crest	FPGT	ENSG00000254685.6
10160	5.0	hl60	SRBD1	ENSG00000068784.12
92168	5.0	lung	DUSP18	ENSG00000167065.13
47484	5.0	brain	SLC25A28	ENSG00000155287.10
61273	5.0	h1	ATP11A	ENSG00000068650.18
90157	5.0	h1	USP25	ENSG00000155313.15
62054	5.0	heart	CHMP4A	ENSG00000254505.9
73134	5.0	colon	NXN	ENSG00000167693.16
46893	5.0	colon	KCNMA1	ENSG00000156113.22
59037	5.0	lung	PXN-AS1	ENSG00000255857.5
66235	5.0	h9_chondro	NEDD4	ENSG00000069869.16
36079	5.0	imr90	GATAD1	ENSG00000157259.7
13679	5.0	hl60_m1_24hr	ANKRD44	ENSG00000065413.19
50478	5.0	h1	ZDHHC5	ENSG00000156599.10
50481	5.0	brain	MED19	ENSG00000156603.17
62929	5.0	brain	PSMA3-AS1	ENSG00000257621.7
7208	5.0	gm12878	ODR4	ENSG00000157181.15
61021	5.0	h9_panc_progen	IPO5	ENSG00000065150.18
4560	5.0	gm12878	CHI3L2	ENSG00000064886.13
61505	5.0	hepg2	RNASE4	ENSG00000258818.3
89506	5.0	brain	BCAS1	ENSG00000064787.13
44449	5.0	heart	URM1	ENSG00000167118.10
4610	5.0	h9	DDX20	ENSG00000064703.11
65441	5.0	wtc11	BUB1B	ENSG00000156970.12
67362	5.0	hl60_m0	TBC1D2B	ENSG00000167202.11
89881	5.0	h1_de	RTEL1	ENSG00000258366.8
44541	5.0	h9	DOLPP1	ENSG00000167130.17
72557	5.0	colon	ATP2C2	ENSG00000064270.12
55474	5.0	hffc6	INTS13	ENSG00000064102.14
44447	5.0	h1	SLC27A4	ENSG00000167114.12
48948	5.0	heart	STIM1	ENSG00000167323.11
48958	5.0	h9_neural_crest	RRM1	ENSG00000167325.14
90339	5.0	h1	SCAF4	ENSG00000156304.14
44431	5.0	adrenal gland	GOLGA2	ENSG00000167110.17
34943	5.0	brain	MRPS24	ENSG00000062582.13
90271	5.0	adrenal gland	RWDD2B	ENSG00000156253.6
90279	5.0	heart	USP16	ENSG00000156256.14
51764	5.0	hffc6	AP003419.1	ENSG00000256514.1
70752	5.0	wtc11	ZNF646	ENSG00000167395.10
70746	5.0	hffc6	ZNF668	ENSG00000167394.12
93974	5.0	h9_panc_progen	RPGR	ENSG00000156313.13
47800	5.0	h1_de	GSTO2	ENSG00000065621.14
77768	5.0	heart	POLG2	ENSG00000256525.6
50735	5.0	brain	AP003108.2	ENSG00000256591.5
85503	5.0	h9_neural_crest	ZNF180	ENSG00000167384.10
15158	5.0	hepg2	ASB1	ENSG00000065802.11
86675	5.0	h9_osteocyte	ZNF350	ENSG00000256683.6
72125	5.0	h9_neural_crest	ZNF23	ENSG00000167377.18
28082	5.0	calu3	PCDH1	ENSG00000156453.13
82155	5.0	adrenal gland	ZNF558	ENSG00000167785.8
15928	5.0	colon	CCDC174	ENSG00000154781.15
41259	5.0	k562	PVT1	ENSG00000249859.9
84176	5.0	brain	LGI4	ENSG00000153902.13
21557	5.0	vessels	EVC	ENSG00000072840.12
18481	5.0	hl60_m2_72hr	CD96	ENSG00000153283.12
12689	5.0	hffc6	MMADHC	ENSG00000168288.12
45721	5.0	colon	BMI1	ENSG00000168283.13
84382	5.0	hepg2	PRODH2	ENSG00000250799.9
57196	5.0	h1_de	PIP4K2C	ENSG00000166908.17
80124	5.0	brain	INO80C	ENSG00000153391.15
24907	5.0	h1	PLEKHG4B	ENSG00000153404.14
67608	5.0	gm12878	SNHG21	ENSG00000250988.7
61233	5.0	brain	ING1	ENSG00000153487.12
27462	5.0	heart	AFF4	ENSG00000072364.12
74520	5.0	a673	SREBF1	ENSG00000072310.16
8697	5.0	ovary	GNG4	ENSG00000168243.10
21013	5.0	gm12878	TFRC	ENSG00000072274.12
37624	5.0	heart	PARP12	ENSG00000059378.12
25719	5.0	brain	MRPS30-DT	ENSG00000251141.5
89095	5.0	h1	YWHAB	ENSG00000166913.12
60181	5.0	h1_de	CCDC169-SOHLH2	ENSG00000250709.1
17774	5.0	adrenal gland	ARF4	ENSG00000168374.10
48727	5.0	hl60_m0	AC068580.4	ENSG00000250644.3
21713	5.0	colon	RAB28	ENSG00000157869.14
57782	5.0	pgp1_astro	PPP1R12A	ENSG00000058272.18
59139	5.0	brain	C12orf43	ENSG00000157895.11
35380	5.0	h1	ZNF117	ENSG00000152926.14
70077	5.0	colon	SCNN1B	ENSG00000168447.10
76693	5.0	brain	NSF	ENSG00000073969.18
60107	5.0	heart	FRY	ENSG00000073910.21
19638	5.0	adipose	PLOD2	ENSG00000152952.11
20689	5.0	h1_de	IGF2BP2	ENSG00000073792.15
18316	5.0	heart	FILIP1L	ENSG00000168386.18
21192	5.0	pgp1	ZNF718	ENSG00000250312.7
29529	5.0	h1	CDYL	ENSG00000153046.17
64234	5.0	h1_de	TUNAR	ENSG00000250366.2
12009	5.0	h1	BCL2L11	ENSG00000153094.22
12023	5.0	a673	ANAPC1	ENSG00000153107.12
67732	5.0	colon	PDE8A	ENSG00000073417.14
2376	5.0	colon	MFSD2A	ENSG00000168389.17
37682	5.0	heart	BRAF	ENSG00000157764.13
3846	5.0	brain	DDAH1	ENSG00000153904.19
15909	5.0	h1_de	XPC	ENSG00000154767.14
26884	5.0	wtc11	CHD1	ENSG00000153922.10
77839	5.0	heart	CEP112	ENSG00000154240.16
58108	5.0	mcf10a	CDK17	ENSG00000059758.7
51365	5.0	heart	MALAT1	ENSG00000251562.8
50641	5.0	lung	MS4A15	ENSG00000166961.14
78534	5.0	k562	ST6GALNAC1	ENSG00000070526.14
19007	5.0	h1_de	ZXDC	ENSG00000070476.14
80991	5.0	colon	CTDP1	ENSG00000060069.16
81108	5.0	heart	FSTL3	ENSG00000070404.9
71418	5.0	heart	LINC02137	ENSG00000260186.5
90188	5.0	gm12878	BTG3	ENSG00000154640.14
73616	5.0	h9_neural_crest	MIS12	ENSG00000167842.15
35455	5.0	h9_neural_crest	RABGEF1	ENSG00000154710.17
90668	5.0	lung	KCNJ15	ENSG00000157551.18
81662	5.0	liver	CREB3L3	ENSG00000060566.13
1847	5.0	gm12878	SNRNP40	ENSG00000060688.12
66196	5.0	hl60_m2_12hr	RAB27A	ENSG00000069974.15
51820	5.0	caco2	CDK2AP2	ENSG00000167797.7
11670	5.0	lung	MGAT4A	ENSG00000071073.12
34239	5.0	heart	SNX13	ENSG00000071189.21
50636	5.0	colon	MS4A12	ENSG00000071203.9
22876	5.0	brain	LINC01094	ENSG00000251442.5
8476	5.0	adipose	RAB4A	ENSG00000168118.11
77303	5.0	heart	MSI2	ENSG00000153944.10
69397	5.0	colon	NUDT16L1	ENSG00000168101.14
63242	5.0	gm12878	RDH11	ENSG00000072042.12
57837	5.0	brain	SLC6A15	ENSG00000072041.16
63085	5.0	h1	PPP2R5E	ENSG00000154001.13
3687	5.0	brain	AK5	ENSG00000154027.18
51221	5.0	gm12878	MAP4K2	ENSG00000168067.11
700	5.0	a673	CENPS-CORT	ENSG00000251503.8
41784	5.0	a673	CPSF1	ENSG00000071894.16
96448	5.0	hl60_m2_12hr	FAM50A	ENSG00000071859.14
51264	5.0	heart	NAALADL1	ENSG00000168060.15
24978	5.0	pc9	TRIP13	ENSG00000071539.13
63837	5.0	liver	SEL1L	ENSG00000071537.13
65240	5.0	adrenal gland	SCG5	ENSG00000166922.8
160446	5.0	brain	NRGN	ENSG00000154146.12
83171	5.0	heart	CHERP	ENSG00000085872.14
44051	5.0	brain	STOM	ENSG00000148175.12
24184	5.0	colon	SMAD1	ENSG00000170365.9
76583	5.0	h1	MAP3K14-AS1	ENSG00000267278.5
90914	5.0	colon	CSTB	ENSG00000160213.7
92041	5.0	h1	AP1B1	ENSG00000100280.16
93334	5.0	colon	LMF2	ENSG00000100258.17
92700	5.0	kidney	DNAL4	ENSG00000100246.12
71581	5.0	h9	PDP2	ENSG00000172840.6
64596	5.0	colon	AMN	ENSG00000166126.10
76696	5.0	brain	WNT3	ENSG00000108379.9
5288	5.0	h9_panc_progen	GOLPH3L	ENSG00000143457.10
92673	5.0	adrenal gland	CBY1	ENSG00000100211.10
91976	5.0	a673	HSCB	ENSG00000100209.9
92968	5.0	h1	TCF20	ENSG00000100207.18
51473	5.0	brain	SNX32	ENSG00000172803.17
8139	5.0	h1	TAF1A	ENSG00000143498.17
8178	5.0	brain	SUSD4	ENSG00000143502.14
31705	5.0	pc9	AL033397.1	ENSG00000231683.6
5517	5.0	adrenal gland	S100A8	ENSG00000143546.9
32523	5.0	brain	TRAF3IP2-AS1	ENSG00000231889.7
5432	5.0	imr90	SNX27	ENSG00000143376.13
5254	5.0	adrenal gland	TARS2	ENSG00000143374.16
93375	5.0	lung	CHKB	ENSG00000100288.19
92079	5.0	h1_de	MTMR3	ENSG00000100330.15
6744	5.0	brain	NME7	ENSG00000143156.13
6664	5.0	h1	POGK	ENSG00000143157.11
92467	5.0	a673	FOXRED2	ENSG00000100350.14
92454	5.0	heart	MYH9	ENSG00000100345.21
6440	5.0	brain	UFC1	ENSG00000143222.11
6513	5.0	lung	FCGR2A	ENSG00000143226.13
6502	5.0	h9_panc_progen	SDHC	ENSG00000143252.14
6445	5.0	colon	USP21	ENSG00000143258.15
6852	5.0	h9_panc_beta	DNM3OS	ENSG00000230630.5
6149	5.0	heart	RRNAD1	ENSG00000143303.11
6152	5.0	hffc6	MRPL24	ENSG00000143314.12
65413	5.0	h1	GPR176	ENSG00000166073.10
92068	5.0	heart	ZMAT5	ENSG00000100319.12
7017	5.0	mcf10a	ABL2	ENSG00000143322.19
92732	5.0	colon	CBX7	ENSG00000100307.12
7336	5.0	hffc6	LHX9	ENSG00000143355.15
90868	5.0	h9_panc_progen	PKNOX1	ENSG00000160199.14
85315	5.0	hffc6	PSG1	ENSG00000231924.9
92826	5.0	h9_panc_progen	SLC25A17	ENSG00000100372.14
92258	5.0	gm12878	PATZ1	ENSG00000100105.17
3971	5.0	h9_panc_beta	AL590094.1	ENSG00000233593.8
71037	5.0	h1	BRD7	ENSG00000166164.15
2025	5.0	heart	FNDC5	ENSG00000160097.17
11831	5.0	brain	PANTR1	ENSG00000233639.5
15235	5.0	liver	AGXT	ENSG00000172482.4
59852	5.0	brain	IL17D	ENSG00000172458.4
10628	5.0	h9_panc_progen	MEIS1	ENSG00000143995.19
31495	5.0	k562	GTPBP2	ENSG00000172432.18
42296	5.0	h9_neural_crest	MTAP	ENSG00000099810.19
559	5.0	brain	THAP3	ENSG00000041988.15
47601	5.0	gm12878	BTRC	ENSG00000166167.17
11955	5.0	h9_panc_progen	NPHP1	ENSG00000144061.12
47604	5.0	brain	DPCD	ENSG00000166171.12
30264	5.0	colon	TRIM26	ENSG00000234127.8
36597	5.0	h1_de	GNB2	ENSG00000172354.9
66842	5.0	brain	LARP6	ENSG00000166173.10
17969	5.0	heart	SUCLG2	ENSG00000172340.14
91450	5.0	wtc11	ZDHHC8	ENSG00000099904.15
34483	5.0	hffc6	HOTAIRM1	ENSG00000233429.9
91526	5.0	heart	LZTR1	ENSG00000099949.19
91608	5.0	h1	MAPK1	ENSG00000100030.14
92252	5.0	lung	PIK3IP1	ENSG00000100100.12
91868	5.0	h1_de	SEZ6L	ENSG00000100095.18
3888	5.0	brain	LINC01140	ENSG00000267272.5
15409	5.0	heart	LINC01880	ENSG00000232002.1
8541	5.0	gm12878	C1orf131	ENSG00000143633.12
8702	5.0	lung	LYST	ENSG00000143669.13
16991	5.0	colon	TMA7	ENSG00000232112.3
8212	5.0	brain	DEGS1	ENSG00000143753.12
83278	5.0	ocily7	ANKLE1	ENSG00000160117.14
8206	5.0	h9	FBXO28	ENSG00000143756.11
39270	5.0	calu3	FUT10	ENSG00000172728.15
8242	5.0	hffc6	CNIH3	ENSG00000143786.7
8365	5.0	brain	C1orf35	ENSG00000143793.12
8315	5.0	colon	PSEN2	ENSG00000143801.16
83773	5.0	h9_de	ZNF738	ENSG00000172687.13
18834	5.0	hl60_m2_24hr	CCDC58	ENSG00000160124.9
51722	5.0	h1	KDM2A	ENSG00000173120.14
85443	5.0	brain	ZNF224	ENSG00000267680.5
76247	5.0	heart	PTGES3L	ENSG00000267060.5
83318	5.0	pgp1_astro	MVB12A	ENSG00000141971.12
20189	5.0	colon	GPR160	ENSG00000173890.16
79325	5.0	brain	WDR45B	ENSG00000141580.15
80435	5.0	brain	MAPK4	ENSG00000141639.11
87644	5.0	heart	A1BG-AS1	ENSG00000268895.5
88822	5.0	h9_chondro	NDRG3	ENSG00000101079.20
53469	5.0	colon	PCSK7	ENSG00000160613.12
89052	5.0	colon	HNF4A	ENSG00000101076.16
80817	5.0	brain	CBLN2	ENSG00000141668.9
88420	5.0	h1	GINS1	ENSG00000101003.9
53555	5.0	heart	MPZL3	ENSG00000160588.9
82842	5.0	brain	CACNA1A	ENSG00000141837.19
61993	5.0	brain	EMC9	ENSG00000100908.13
76088	5.0	k562	STAT5B	ENSG00000173757.9
61608	5.0	wtc11	CHD8	ENSG00000100888.13
63179	5.0	hffc6	FUT8	ENSG00000033170.16
61870	5.0	a673	PABPN1	ENSG00000100836.10
16180	5.0	h1	SLC4A7	ENSG00000033867.16
78788	5.0	h1	CBX2	ENSG00000173894.10
89099	5.0	k562	PABPC1L	ENSG00000101104.12
79316	5.0	colon	FOXK2	ENSG00000141568.20
81003	5.0	brain	HSBP1L1	ENSG00000226742.3
46307	5.0	gm12878	ERCC6	ENSG00000225830.12
76759	5.0	vessels	NPEPPS	ENSG00000141279.15
60426	5.0	heart	SLC25A30	ENSG00000174032.16
54246	5.0	colon	WASH8P	ENSG00000226210.3
79701	5.0	brain	PRELID3A	ENSG00000141391.13
87993	5.0	hepg2	C20orf27	ENSG00000101220.17
12637	5.0	h9_osteocyte	TEX41	ENSG00000226674.9
89826	5.0	brain	NKAIN4	ENSG00000101198.14
30902	5.0	a673	WDR46	ENSG00000227057.9
73459	5.0	h1	PELP1	ENSG00000141456.14
79904	5.0	h9_de	NPC1	ENSG00000141458.12
89801	5.0	brain	TCFL5	ENSG00000101190.12
59846	5.0	brain	IFT88	ENSG00000032742.17
78818	5.0	k562	EIF4A3	ENSG00000141543.10
5762	5.0	mcf10a	ZBTB7B	ENSG00000160685.13
89515	5.0	brain	PFDN4	ENSG00000101132.9
74855	5.0	hl60_m2_72hr	MAP2K3	ENSG00000034152.18
14813	5.0	heart	PSMD1	ENSG00000173692.12
28470	5.0	heart	MFAP3	ENSG00000037749.12
63438	5.0	kidney	PAPLN	ENSG00000100767.16
62947	5.0	gm12878	TIMM9	ENSG00000100575.13
63237	5.0	brain	VTI1B	ENSG00000100568.10
62902	5.0	h9_panc_progen	CCDC198	ENSG00000100557.9
62787	5.0	brain	CNIH1	ENSG00000100528.11
1513	5.0	h1	CNKSR1	ENSG00000142675.17
90801	5.0	h1_de	ZBTB21	ENSG00000173276.13
62637	5.0	gm12878	VCPKMT	ENSG00000100483.13
38486	5.0	gm12878	TNKS	ENSG00000173273.15
14656	5.0	h9_chondro	CUL3	ENSG00000036257.12
33835	5.0	brain	AC091729.3	ENSG00000229043.2
3534	5.0	a673	SERBP1	ENSG00000142864.14
3842	5.0	colon	BCL10	ENSG00000142867.13
2052	5.0	brain	AZIN2	ENSG00000142920.16
2623	5.0	colon	PTPRF	ENSG00000142949.16
2974	5.0	heart	CYP4B1	ENSG00000142973.13
69423	5.0	colon	SMIM22	ENSG00000267795.5
70649	5.0	brain	ZNF688	ENSG00000229809.8
39858	5.0	hl60_m2_12hr	NSMAF	ENSG00000035681.8
86270	5.0	colon	NOSIP	ENSG00000142546.13
66521	5.0	colon	DAPK2	ENSG00000035664.11
87254	5.0	brain	CCDC106	ENSG00000173581.7
90419	5.0	colon	IFNAR1	ENSG00000142166.12
64226	5.0	ocily7	TCL1A	ENSG00000100721.10
19212	5.0	gm12878	ASTE1	ENSG00000034533.11
50314	5.0	heart	RAPSN	ENSG00000165917.9
40724	5.0	hl60_m1_72hr	RNF19A	ENSG00000034677.12
130195	5.0	lung	AC007192.1	ENSG00000268173.3
85588	5.0	adrenal gland	GEMIN7	ENSG00000142252.10
72328	5.0	brain	GABARAPL2	ENSG00000034713.7
86253	5.0	gm12878	RPS11	ENSG00000142534.6
63011	5.0	heart	DHRS7	ENSG00000100612.13
87129	5.0	colon	RDH13	ENSG00000160439.15
25912	5.0	gm12878	DEPDC1B	ENSG00000035499.12
82057	5.0	colon	EVI5L	ENSG00000142459.8
17265	5.0	liver	MST1	ENSG00000173531.15
74751	5.0	liver	SLC47A1	ENSG00000142494.13
73492	5.0	pgp1_endo	PSMB6	ENSG00000142507.9
85478	5.0	h9_neural_crest	ZNF235	ENSG00000159917.16
83244	5.0	h1	MYO9B	ENSG00000099331.13
20469	5.0	brain	MCF2L2	ENSG00000053524.12
64820	5.0	gm12878	CDCA4	ENSG00000170779.10
58976	5.0	adrenal gland	PEBP1	ENSG00000089220.4
36430	5.0	heart	TRIM4	ENSG00000146833.15
9888	5.0	hffc6	FEZ2	ENSG00000171055.14
40216	5.0	brain	PKIA	ENSG00000171033.12
33793	5.0	gm12878	GET4	ENSG00000239857.6
4280	5.0	heart	S1PR1	ENSG00000170989.9
7421	5.0	brain	CSRP1	ENSG00000159176.13
59186	5.0	h1	KDM2B	ENSG00000089094.18
28045	5.0	ocily7	PCDHGC3	ENSG00000240184.6
58946	5.0	brain	TESC	ENSG00000088992.17
88328	5.0	brain	KIZ	ENSG00000088970.15
87933	5.0	colon	EBF4	ENSG00000088881.20
90462	5.0	heart	DONSON	ENSG00000159147.17
87975	5.0	h1	SLC4A11	ENSG00000088836.13
18235	5.0	gm12878	RIOX2	ENSG00000170854.17
34718	5.0	colon	KBTBD2	ENSG00000170852.10
