gid	length	biotype	biotype_category
ENSG00000248872.1	18561	lincRNA	lncRNA
ENSG00000249525.1	792	processed_pseudogene	pseudogene
ENSG00000248755.1	733	processed_pseudogene	pseudogene
ENSG00000278502.1	108	miRNA	miRNA
ENSG00000248339.1	8792	lincRNA	lncRNA
ENSG00000251176.1	11267	lincRNA	lncRNA
ENSG00000249297.1	36080	lincRNA	lncRNA
ENSG00000174473.15	1229305	protein_coding	protein_coding
ENSG00000248637.1	459	processed_pseudogene	pseudogene
ENSG00000245213.6	37724	antisense	lncRNA
ENSG00000241652.3	295	misc_RNA	other
ENSG00000109586.11	155214	protein_coding	protein_coding
ENSG00000221296.2	73	miRNA	miRNA
ENSG00000248774.1	7488	antisense	lncRNA
ENSG00000164104.11	3430	protein_coding	protein_coding
ENSG00000272870.1	6666	antisense	lncRNA
ENSG00000164105.3	7563	protein_coding	protein_coding
ENSG00000164106.7	21679	protein_coding	protein_coding
ENSG00000242882.1	892	processed_pseudogene	pseudogene
ENSG00000252898.1	101	snRNA	other
ENSG00000261646.1	2208	lincRNA	lncRNA
ENSG00000164107.8	5260	protein_coding	protein_coding
ENSG00000237125.9	132426	antisense	lncRNA
ENSG00000234801.3	970	processed_pseudogene	pseudogene
ENSG00000213370.3	643	processed_pseudogene	pseudogene
ENSG00000250043.1	35781	lincRNA	lncRNA
ENSG00000250708.1	32273	lincRNA	lncRNA
ENSG00000251216.1	66654	lincRNA	lncRNA
ENSG00000248174.5	125738	lincRNA	lncRNA
ENSG00000250957.1	19582	lincRNA	lncRNA
ENSG00000251213.1	4472	lincRNA	lncRNA
ENSG00000164117.13	47606	protein_coding	protein_coding
ENSG00000164118.12	49703	protein_coding	protein_coding
ENSG00000249875.1	21591	lincRNA	lncRNA
ENSG00000265846.1	69	miRNA	miRNA
ENSG00000164120.13	32977	protein_coding	protein_coding
ENSG00000250596.2	16643	transcribed_processed_pseudogene	pseudogene
ENSG00000251584.1	4144	lincRNA	lncRNA
ENSG00000145451.12	192400	protein_coding	protein_coding
ENSG00000168594.15	148512	protein_coding	protein_coding
ENSG00000250200.1	225	processed_pseudogene	pseudogene
ENSG00000250431.1	1810	antisense	lncRNA
ENSG00000249411.1	2198	processed_pseudogene	pseudogene
ENSG00000249284.1	4162	processed_pseudogene	pseudogene
ENSG00000248551.1	56752	lincRNA	lncRNA
ENSG00000249945.1	8408	lincRNA	lncRNA
ENSG00000251174.1	1386	processed_pseudogene	pseudogene
ENSG00000248574.1	1272	processed_pseudogene	pseudogene
ENSG00000150625.16	369730	protein_coding	protein_coding
ENSG00000249106.1	21882	antisense	lncRNA
ENSG00000248249.1	424	processed_pseudogene	pseudogene
ENSG00000250372.1	2379	processed_pseudogene	pseudogene
ENSG00000150627.15	116984	protein_coding	protein_coding
ENSG00000201516.1	122	snoRNA	other
ENSG00000150628.6	11033	protein_coding	protein_coding
ENSG00000164122.8	63898	protein_coding	protein_coding
ENSG00000248980.1	12190	antisense	lncRNA
ENSG00000129128.12	12281	protein_coding	protein_coding
ENSG00000248480.1	1839	processed_pseudogene	pseudogene
ENSG00000248388.5	36524	antisense	lncRNA
ENSG00000150630.3	109189	protein_coding	protein_coding
ENSG00000249458.1	8843	lincRNA	lncRNA
ENSG00000250263.1	4903	lincRNA	lncRNA
ENSG00000222859.1	299	misc_RNA	other
ENSG00000249008.1	6234	lincRNA	lncRNA
ENSG00000109674.3	53107	protein_coding	protein_coding
ENSG00000249084.1	14028	antisense	lncRNA
ENSG00000038002.8	11733	protein_coding	protein_coding
ENSG00000250131.1	232147	antisense	lncRNA
ENSG00000285574.1	117	rRNA_pseudogene	other
ENSG00000201931.1	117	rRNA	other
ENSG00000251416.1	4395	lincRNA	lncRNA
ENSG00000231171.3	261993	lincRNA	lncRNA
ENSG00000251504.1	178298	lincRNA	lncRNA
ENSG00000253000.1	140	snRNA	other
ENSG00000241877.1	590	processed_pseudogene	pseudogene
ENSG00000201727.1	135	rRNA_pseudogene	other
ENSG00000212191.1	70	snoRNA	other
ENSG00000250839.1	157	unprocessed_pseudogene	pseudogene
ENSG00000250993.1	76171	lincRNA	lncRNA
ENSG00000248921.1	728	processed_pseudogene	pseudogene
ENSG00000251025.1	563	processed_pseudogene	pseudogene
ENSG00000249883.1	27874	lincRNA	lncRNA
ENSG00000248197.1	95060	lincRNA	lncRNA
ENSG00000248770.1	206	unprocessed_pseudogene	pseudogene
ENSG00000249460.1	3868	lincRNA	lncRNA
ENSG00000225356.3	335	processed_pseudogene	pseudogene
ENSG00000251336.1	9954	lincRNA	lncRNA
ENSG00000251742.1	243	misc_RNA	other
ENSG00000177822.7	270811	antisense	lncRNA
ENSG00000251433.1	677	processed_pseudogene	pseudogene
ENSG00000218336.8	659037	protein_coding	protein_coding
ENSG00000248266.1	45530	sense_intronic	lncRNA
ENSG00000221227.1	85	miRNA	miRNA
ENSG00000252343.1	120	snRNA	other
ENSG00000251714.1	234	misc_RNA	other
ENSG00000248816.1	10140	antisense	lncRNA
ENSG00000248694.1	1366	antisense	lncRNA
ENSG00000272646.1	426	lincRNA	lncRNA
ENSG00000129187.14	27876	protein_coding	protein_coding
ENSG00000250636.1	1119	processed_pseudogene	pseudogene
ENSG00000230219.3	2454	transcribed_processed_pseudogene	pseudogene
ENSG00000273180.1	553	lincRNA	lncRNA
ENSG00000272784.1	633	lincRNA	lncRNA
ENSG00000251359.4	2182	lincRNA	lncRNA
ENSG00000151718.15	221484	protein_coding	protein_coding
ENSG00000251128.1	7006	antisense	lncRNA
ENSG00000177300.6	2580	protein_coding	protein_coding
ENSG00000185758.9	662	protein_coding	protein_coding
ENSG00000250292.1	1360	processed_pseudogene	pseudogene
ENSG00000248376.2	915	processed_pseudogene	pseudogene
ENSG00000168564.5	3607	protein_coding	protein_coding
ENSG00000213434.2	695	processed_pseudogene	pseudogene
ENSG00000232648.3	9556	antisense	lncRNA
ENSG00000168556.6	6102	protein_coding	protein_coding
ENSG00000272744.1	633	lincRNA	lncRNA
ENSG00000182552.14	19590	protein_coding	protein_coding
ENSG00000252157.1	104	snRNA	other
ENSG00000168538.15	54327	protein_coding	protein_coding
ENSG00000201433.1	112	snRNA	other
ENSG00000251739.1	100	snRNA	other
ENSG00000283383.1	3606	lincRNA	lncRNA
ENSG00000173320.11	225834	protein_coding	protein_coding
ENSG00000248206.1	1072	sense_intronic	lncRNA
ENSG00000283355.1	2347	TEC	other
ENSG00000250726.1	636	processed_pseudogene	pseudogene
ENSG00000164303.10	132524	protein_coding	protein_coding
ENSG00000240159.1	821	processed_pseudogene	pseudogene
ENSG00000244512.3	297	misc_RNA	other
ENSG00000227765.4	511	processed_pseudogene	pseudogene
ENSG00000180712.3	13221	lincRNA	lncRNA
ENSG00000249096.6	17123	lincRNA	lncRNA
ENSG00000168310.10	86867	protein_coding	protein_coding
ENSG00000251878.1	83	snoRNA	other
ENSG00000270426.1	685	sense_intronic	lncRNA
ENSG00000271646.1	2502	bidirectional_promoter_lncRNA	lncRNA
ENSG00000271538.5	31094	lincRNA	lncRNA
ENSG00000249056.1	608	processed_pseudogene	pseudogene
ENSG00000254233.1	40937	lincRNA	lncRNA
ENSG00000164305.18	21813	protein_coding	protein_coding
ENSG00000164306.10	45350	protein_coding	protein_coding
ENSG00000151725.11	39515	protein_coding	protein_coding
ENSG00000151726.13	71223	protein_coding	protein_coding
ENSG00000249138.1	750	transcribed_processed_pseudogene	pseudogene
ENSG00000251139.2	7681	antisense	lncRNA
ENSG00000251230.5	11166	lincRNA	lncRNA
ENSG00000266698.1	97	miRNA	miRNA
ENSG00000249173.5	5583	lincRNA	lncRNA
ENSG00000251147.1	463	processed_pseudogene	pseudogene
ENSG00000263458.1	57	miRNA	miRNA
ENSG00000279460.1	3850	TEC	other
ENSG00000248517.1	16189	lincRNA	lncRNA
ENSG00000187821.8	1963	protein_coding	protein_coding
ENSG00000250754.5	55352	lincRNA	lncRNA
ENSG00000249520.1	342	processed_pseudogene	pseudogene
ENSG00000151729.10	7141	protein_coding	protein_coding
ENSG00000164323.13	49839	protein_coding	protein_coding
ENSG00000109762.15	165948	protein_coding	protein_coding
ENSG00000109771.15	32020	protein_coding	protein_coding
ENSG00000250410.1	20203	antisense	lncRNA
ENSG00000186352.8	4607	protein_coding	protein_coding
ENSG00000109775.10	26445	protein_coding	protein_coding
ENSG00000207231.1	113	misc_RNA	other
ENSG00000205129.8	23577	protein_coding	protein_coding
ENSG00000168491.9	26577	protein_coding	protein_coding
ENSG00000249679.1	747	antisense	lncRNA
ENSG00000154553.14	34952	protein_coding	protein_coding
ENSG00000154556.18	371208	protein_coding	protein_coding
ENSG00000233110.1	6094	antisense	lncRNA
ENSG00000235902.1	9532	antisense	lncRNA
ENSG00000207497.1	94	misc_RNA	other
ENSG00000285745.1	119	processed_pseudogene	pseudogene
ENSG00000235149.1	1320	lincRNA	lncRNA
ENSG00000222727.1	130	snRNA	other
ENSG00000164342.12	18917	protein_coding	protein_coding
ENSG00000109794.13	68248	protein_coding	protein_coding
ENSG00000253013.1	134	snoRNA	other
ENSG00000250327.1	947	processed_pseudogene	pseudogene
ENSG00000251008.1	394	processed_pseudogene	pseudogene
ENSG00000279943.1	2458	TEC	other
ENSG00000145476.15	21936	protein_coding	protein_coding
ENSG00000164344.15	49492	protein_coding	protein_coding
ENSG00000088926.13	22861	protein_coding	protein_coding
ENSG00000251165.5	214903	antisense	lncRNA
ENSG00000213332.4	885	processed_pseudogene	pseudogene
ENSG00000272297.2	128782	protein_coding	protein_coding
ENSG00000212387.1	106	snRNA	other
ENSG00000168412.6	21912	protein_coding	protein_coding
ENSG00000083857.13	138939	protein_coding	protein_coding
ENSG00000250829.2	1397	lincRNA	lncRNA
ENSG00000272218.1	431	lincRNA	lncRNA
ENSG00000249539.1	298	processed_pseudogene	pseudogene
ENSG00000249742.1	42483	lincRNA	lncRNA
ENSG00000250971.1	831	lincRNA	lncRNA
ENSG00000249747.1	7360	lincRNA	lncRNA
ENSG00000250658.1	5599	lincRNA	lncRNA
ENSG00000250042.1	1273	lincRNA	lncRNA
ENSG00000250620.1	2133	lincRNA	lncRNA
ENSG00000251643.1	2621	processed_pseudogene	pseudogene
ENSG00000251490.1	1055	lincRNA	lncRNA
ENSG00000250590.5	139763	lincRNA	lncRNA
ENSG00000249642.1	46604	lincRNA	lncRNA
ENSG00000249162.1	2105	processed_pseudogene	pseudogene
ENSG00000213331.4	1011	processed_pseudogene	pseudogene
ENSG00000179059.9	9279	protein_coding	protein_coding
ENSG00000179046.8	18330	protein_coding	protein_coding
ENSG00000241011.1	356	processed_pseudogene	pseudogene
ENSG00000201085.1	103	snRNA	other
ENSG00000184108.7	8324	protein_coding	protein_coding
ENSG00000247130.2	2557	antisense	lncRNA
ENSG00000248370.1	1074	lincRNA	lncRNA
ENSG00000242169.2	648	processed_pseudogene	pseudogene
ENSG00000248880.1	2195	processed_pseudogene	pseudogene
ENSG00000249378.5	280315	lincRNA	lncRNA
ENSG00000250523.1	823	processed_pseudogene	pseudogene
ENSG00000275826.1	1798	processed_pseudogene	pseudogene
ENSG00000252275.1	60	snRNA	other
ENSG00000180015.12	1121	processed_pseudogene	pseudogene
ENSG00000278974.1	774	TEC	other
ENSG00000249269.1	21300	lincRNA	lncRNA
ENSG00000251619.1	8854	lincRNA	lncRNA
ENSG00000250626.2	18954	lincRNA	lncRNA
ENSG00000250024.1	11360	lincRNA	lncRNA
ENSG00000251310.1	11777	lincRNA	lncRNA
ENSG00000249877.1	2659	lincRNA	lncRNA
ENSG00000205100.2	2227	transcribed_processed_pseudogene	pseudogene
ENSG00000250739.1	1881	lincRNA	lncRNA
ENSG00000272566.1	609	lincRNA	lncRNA
ENSG00000202215.1	175	snRNA	other
ENSG00000245685.6	159935	lincRNA	lncRNA
ENSG00000250666.1	3353	lincRNA	lncRNA
ENSG00000109536.11	22416	protein_coding	protein_coding
ENSG00000249462.1	248	processed_pseudogene	pseudogene
ENSG00000271307.3	2477	processed_pseudogene	pseudogene
ENSG00000251297.1	2348	unprocessed_pseudogene	pseudogene
ENSG00000199572.1	117	rRNA_pseudogene	other
ENSG00000201145.1	118	rRNA_pseudogene	other
ENSG00000224807.5	1258	unprocessed_pseudogene	pseudogene
ENSG00000205097.6	2906	protein_coding	protein_coding
ENSG00000250053.1	483	processed_pseudogene	pseudogene
ENSG00000214273.4	2072	processed_pseudogene	pseudogene
ENSG00000249003.1	5103	unprocessed_pseudogene	pseudogene
ENSG00000281591.1	3362	lincRNA	lncRNA
ENSG00000277162.1	681	unprocessed_pseudogene	pseudogene
ENSG00000281720.1	1274	unprocessed_pseudogene	pseudogene
ENSG00000281652.1	1274	unprocessed_pseudogene	pseudogene
ENSG00000281058.1	1274	unprocessed_pseudogene	pseudogene
ENSG00000280799.1	1274	unprocessed_pseudogene	pseudogene
ENSG00000258834.4	1268	unprocessed_pseudogene	pseudogene
ENSG00000280757.1	1274	unprocessed_pseudogene	pseudogene
ENSG00000281627.1	1274	unprocessed_pseudogene	pseudogene
ENSG00000280457.1	1274	unprocessed_pseudogene	pseudogene
ENSG00000260596.5	12168	protein_coding	protein_coding
ENSG00000261914.2	463	processed_pseudogene	pseudogene
ENSG00000282994.1	240	processed_pseudogene	pseudogene
ENSG00000250020.1	717	processed_pseudogene	pseudogene
ENSG00000153404.14	97821	protein_coding	protein_coding
ENSG00000199540.1	110	misc_RNA	other
ENSG00000185028.3	3842	protein_coding	protein_coding
ENSG00000261434.1	563	sense_overlapping	lncRNA
ENSG00000164366.3	21344	protein_coding	protein_coding
ENSG00000260774.1	3381	processed_transcript	lncRNA
ENSG00000073578.16	38459	protein_coding	protein_coding
ENSG00000248925.1	1658	antisense	lncRNA
ENSG00000249915.7	82235	protein_coding	protein_coding
ENSG00000250848.1	1488	processed_pseudogene	pseudogene
ENSG00000063438.16	134115	protein_coding	protein_coding
ENSG00000214278.4	815	processed_pseudogene	pseudogene
ENSG00000250645.1	406	processed_pseudogene	pseudogene
ENSG00000221990.4	1662	antisense	lncRNA
ENSG00000180104.15	28779	protein_coding	protein_coding
ENSG00000188242.4	6974	3prime_overlapping_ncRNA	lncRNA
ENSG00000066230.11	53874	protein_coding	protein_coding
ENSG00000225138.7	7648	processed_transcript	lncRNA
ENSG00000250385.1	1889	antisense	lncRNA
ENSG00000264233.1	42	miRNA	miRNA
ENSG00000249650.1	9590	antisense	lncRNA
ENSG00000112877.7	54896	protein_coding	protein_coding
ENSG00000171368.11	33533	protein_coding	protein_coding
ENSG00000271781.1	790	antisense	lncRNA
ENSG00000206077.10	56592	protein_coding	protein_coding
ENSG00000249908.2	1548	unprocessed_pseudogene	pseudogene
ENSG00000285522.1	108	unprocessed_pseudogene	pseudogene
ENSG00000188818.12	55380	protein_coding	protein_coding
ENSG00000247872.2	655	processed_pseudogene	pseudogene
ENSG00000028310.17	42533	protein_coding	protein_coding
ENSG00000071539.13	26714	protein_coding	protein_coding
ENSG00000248949.1	10205	lincRNA	lncRNA
ENSG00000250173.1	1935	lincRNA	lncRNA
ENSG00000215246.5	10128	antisense	lncRNA
ENSG00000272347.1	1584	lincRNA	lncRNA
ENSG00000145506.13	30114	protein_coding	protein_coding
ENSG00000113504.20	61659	protein_coding	protein_coding
ENSG00000263834.1	78	miRNA	miRNA
ENSG00000249201.2	5464	antisense	lncRNA
ENSG00000174358.15	23522	protein_coding	protein_coding
ENSG00000164363.9	20834	protein_coding	protein_coding
ENSG00000164362.19	41922	protein_coding	protein_coding
ENSG00000263670.1	67	miRNA	miRNA
ENSG00000049656.13	27355	protein_coding	protein_coding
ENSG00000250584.2	16485	lincRNA	lncRNA
ENSG00000248951.2	402	processed_pseudogene	pseudogene
ENSG00000279908.1	3250	TEC	other
ENSG00000142319.17	52640	protein_coding	protein_coding
ENSG00000153395.9	67497	protein_coding	protein_coding
ENSG00000273742.1	94	miRNA	miRNA
ENSG00000251532.1	7603	lincRNA	lncRNA
ENSG00000185986.11	22398	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000271119.1	16841	lincRNA	lncRNA
ENSG00000248126.1	120	unprocessed_pseudogene	pseudogene
ENSG00000188002.10	35085	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000232615.4	1498	processed_pseudogene	pseudogene
ENSG00000263746.1	83	miRNA	miRNA
ENSG00000260066.1	3023	lincRNA	lncRNA
ENSG00000171421.12	2980	protein_coding	protein_coding
ENSG00000145494.11	15205	protein_coding	protein_coding
ENSG00000249966.1	547	antisense	lncRNA
ENSG00000250417.1	598	lincRNA	lncRNA
ENSG00000279222.1	1481	TEC	other
ENSG00000113430.9	9823	protein_coding	protein_coding
ENSG00000249116.1	683	antisense	lncRNA
ENSG00000249326.1	13161	antisense	lncRNA
ENSG00000248994.1	25313	lincRNA	lncRNA
ENSG00000248597.1	3545	lincRNA	lncRNA
ENSG00000249731.1	919	lincRNA	lncRNA
ENSG00000201026.1	110	misc_RNA	other
ENSG00000275733.1	164	processed_pseudogene	pseudogene
ENSG00000281560.1	2646	lincRNA	lncRNA
ENSG00000259757.1	1097	lincRNA	lncRNA
ENSG00000170561.12	5817	protein_coding	protein_coding
ENSG00000186493.12	3266	protein_coding	protein_coding
ENSG00000249541.1	1098	processed_pseudogene	pseudogene
ENSG00000248137.1	4118	lincRNA	lncRNA
ENSG00000248736.1	2622	lincRNA	lncRNA
ENSG00000249808.2	3397	lincRNA	lncRNA
ENSG00000248118.1	118942	lincRNA	lncRNA
ENSG00000249830.1	8844	lincRNA	lncRNA
ENSG00000250716.1	7775	lincRNA	lncRNA
ENSG00000170549.3	5349	protein_coding	protein_coding
ENSG00000259603.1	3977	antisense	lncRNA
ENSG00000248962.1	941	lincRNA	lncRNA
ENSG00000249994.1	8051	lincRNA	lncRNA
ENSG00000250921.1	7966	lincRNA	lncRNA
ENSG00000260763.1	3409	lincRNA	lncRNA
ENSG00000248973.1	414291	lincRNA	lncRNA
ENSG00000231291.3	4514	lincRNA	lncRNA
ENSG00000251371.1	7523	lincRNA	lncRNA
ENSG00000249521.1	1384	lincRNA	lncRNA
ENSG00000248311.1	30293	lincRNA	lncRNA
ENSG00000248467.1	18101	lincRNA	lncRNA
ENSG00000249941.1	8238	lincRNA	lncRNA
ENSG00000251506.1	2661	lincRNA	lncRNA
ENSG00000250481.1	59577	lincRNA	lncRNA
ENSG00000215231.7	35645	lincRNA	lncRNA
ENSG00000251426.1	2701	lincRNA	lncRNA
ENSG00000250529.1	9119	lincRNA	lncRNA
ENSG00000223007.1	291	misc_RNA	other
ENSG00000250579.1	7274	antisense	lncRNA
ENSG00000145536.15	179974	protein_coding	protein_coding
ENSG00000250866.1	34076	antisense	lncRNA
ENSG00000251568.1	1113	processed_pseudogene	pseudogene
ENSG00000248729.1	579	processed_pseudogene	pseudogene
ENSG00000250808.1	363	processed_pseudogene	pseudogene
ENSG00000251476.2	491	processed_pseudogene	pseudogene
ENSG00000164151.11	69570	protein_coding	protein_coding
ENSG00000261037.1	3254	lincRNA	lncRNA
ENSG00000259861.1	806	lincRNA	lncRNA
ENSG00000278913.1	2868	TEC	other
ENSG00000250730.2	767	processed_pseudogene	pseudogene
ENSG00000250490.1	29443	lincRNA	lncRNA
ENSG00000133398.3	6713	protein_coding	protein_coding
ENSG00000215218.3	46286	protein_coding	protein_coding
ENSG00000271230.1	309	processed_pseudogene	pseudogene
ENSG00000250056.5	6363	lincRNA	lncRNA
ENSG00000037474.14	34052	protein_coding	protein_coding
ENSG00000145545.11	41043	protein_coding	protein_coding
ENSG00000248677.1	21386	lincRNA	lncRNA
ENSG00000112941.13	44041	protein_coding	protein_coding
ENSG00000251365.2	67229	lincRNA	lncRNA
ENSG00000272071.1	540	lincRNA	lncRNA
ENSG00000283420.1	68	miRNA	miRNA
ENSG00000250974.2	374594	lincRNA	lncRNA
ENSG00000200243.1	335	misc_RNA	other
ENSG00000250060.1	18228	lincRNA	lncRNA
ENSG00000212258.1	109	rRNA_pseudogene	other
ENSG00000237611.2	237	misc_RNA	other
ENSG00000285689.1	4131	lincRNA	lncRNA
ENSG00000248775.1	553	processed_pseudogene	pseudogene
ENSG00000251250.2	36718	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000205976.4	6818	unprocessed_pseudogene	pseudogene
ENSG00000251678.1	1342	lincRNA	lncRNA
ENSG00000250668.1	991	lincRNA	lncRNA
ENSG00000249638.1	1552	lincRNA	lncRNA
ENSG00000249865.1	5145	antisense	lncRNA
ENSG00000223597.2	6673	lincRNA	lncRNA
ENSG00000078295.16	433873	protein_coding	protein_coding
ENSG00000250761.2	41964	antisense	lncRNA
ENSG00000215217.6	21112	protein_coding	protein_coding
ENSG00000124275.14	54839	protein_coding	protein_coding
ENSG00000124279.11	9878	protein_coding	protein_coding
ENSG00000251168.1	1106	lincRNA	lncRNA
ENSG00000199773.1	158	snRNA	other
ENSG00000280338.1	575	TEC	other
ENSG00000280251.1	166	TEC	other
ENSG00000249486.1	247	unprocessed_pseudogene	pseudogene
ENSG00000245729.2	124077	lincRNA	lncRNA
ENSG00000249159.6	69926	lincRNA	lncRNA
ENSG00000251549.2	207	unprocessed_pseudogene	pseudogene
ENSG00000272049.1	586	lincRNA	lncRNA
ENSG00000247516.6	12352	lincRNA	lncRNA
ENSG00000250037.1	612	unprocessed_pseudogene	pseudogene
ENSG00000279075.1	341	TEC	other
ENSG00000284000.1	74	miRNA	miRNA
ENSG00000249782.1	3500	lincRNA	lncRNA
ENSG00000279097.1	159	TEC	other
ENSG00000279264.1	340	TEC	other
ENSG00000250389.1	523	processed_pseudogene	pseudogene
ENSG00000248765.1	1132	processed_pseudogene	pseudogene
ENSG00000279002.1	295	TEC	other
ENSG00000280373.1	232	TEC	other
ENSG00000279125.1	235	TEC	other
ENSG00000280438.1	199	TEC	other
ENSG00000278877.1	290	TEC	other
ENSG00000260981.1	426	lincRNA	lncRNA
ENSG00000280185.1	322	TEC	other
ENSG00000250198.1	41793	lincRNA	lncRNA
